objid,datetime,datetime_raw,parent,type,type_raw,name,status,status_raw,message,message_raw
6297,10-05-2024 14:52:13,45422.3904283333,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Down,608,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
6864,10-05-2024 14:52:12,45422.3904169444,C9372PX @ YOTTA POP 172.16.10.3,Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
7190,10-05-2024 14:52:10,45422.3903987384,Cisco Nexus 31108 @ BKC-MMR (172.16.3.1)(3.3.3.3),Cisco IP SLA,ipsla,ip sla 45 BKC_TO_KURLA_KOHINOOR_POP_NSE_TIKONA,Down,608,"<div class=""logmessage"">6 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",6 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)
6271,10-05-2024 14:52:00,45422.3902781019,Huawei S6720 @NSE-PHASE-6 (172.16.4.61),Syslog Receiver,udpsyslog,Syslog Receiver,Down,608,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
6285,10-05-2024 14:52:00,45422.3902780787,Huawei S6720 @ BSE-NM (172.16.5.2),Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6218,10-05-2024 14:51:53,45422.3902019907,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,ipsla,Eth-1/54 IP-SLA CDC to NSE (172.1.3.1) to (172.1.3.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
6864,10-05-2024 14:51:42,45422.3900696296,C9372PX @ YOTTA POP 172.16.10.3,Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
5578,10-05-2024 14:51:36,45422.3900026852,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/39 IP-SLA LVSB 2.1 to NSE 4.1 Eth-1/39(172.2.2.1) to (172.2.2.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
6285,10-05-2024 14:51:30,45422.3899307176,Huawei S6720 @ BSE-NM (172.16.5.2),Syslog Receiver,udpsyslog,Syslog Receiver,Down,608,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
6355,10-05-2024 14:51:23,45422.3898495833,HUAWEI S5720 @CDC-JP-101 (172.16.1.11),Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6297,10-05-2024 14:51:13,45422.3897339236,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
5578,10-05-2024 14:51:06,45422.3896556250,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/39 IP-SLA LVSB 2.1 to NSE 4.1 Eth-1/39(172.2.2.1) to (172.2.2.2),Warning,609,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
7032,10-05-2024 14:50:56,45422.3895447685,Cisco Nexus 3064 @ BKC-H-10(172.16.3.3),SNMP Cisco System Health,snmpciscosystemhealth,System Health Other,Up,607,"<div class=""logmessage"">-1,897 mdBm<div class=""moreicon""></div></div>","-1,897 mdBm"
6218,10-05-2024 14:50:53,45422.3895099537,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,ipsla,Eth-1/54 IP-SLA CDC to NSE (172.1.3.1) to (172.1.3.2),Down,608,"<div class=""logmessage"">6 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",6 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)
6355,10-05-2024 14:50:52,45422.3895022454,HUAWEI S5720 @CDC-JP-101 (172.16.1.11),Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
5602,10-05-2024 14:50:43,45422.3893869560,Cisco 31108 @ CMMR (172.16.8.2)(8.8.8.2),Cisco IP SLA,ipsla,Eth1/36 IP-SLA CMMR to BKC (172.1.5.1) to (172.1.5.2),Up,607,"<div class=""logmessage"">10 msec<div class=""moreicon""></div></div>",10 msec
6297,10-05-2024 14:50:43,45422.3893868171,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.10 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.10 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
6355,10-05-2024 14:50:23,45422.3891552662,HUAWEI S5720 @CDC-JP-101 (172.16.1.11),Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
2265,10-05-2024 14:50:14,45422.3890615509,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,ipsla,Eth-1/45 IP-SLA CDC to BHANDUP (173.1.8.1) to (173.1.8.2),Up,607,"<div class=""logmessage"">2 msec<div class=""moreicon""></div></div>",2 msec
5602,10-05-2024 14:50:13,45422.3890397801,Cisco 31108 @ CMMR (172.16.8.2)(8.8.8.2),Cisco IP SLA,ipsla,Eth1/36 IP-SLA CMMR to BKC (172.1.5.1) to (172.1.5.2),Down,608,"<div class=""logmessage"">19 msec (Avg. Round Trip Time (RTT)) is above the error limit of 15 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",19 msec (Avg. Round Trip Time (RTT)) is above the error limit of 15 msec in Avg. Round Trip Time (RTT)
6422,10-05-2024 14:50:12,45422.3890318519,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,ipsla,Eth1/46 IP-SLA KALWA to YOTTA 150MB (172.14.3.1) to (172.14.3.2),Up,607,"<div class=""logmessage"">3 msec<div class=""moreicon""></div></div>",3 msec
5576,10-05-2024 14:50:12,45422.3890305093,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/47 IP-SLA LVSB to CHURCHGATE (172.2.3.1) to (172.2.3.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
6355,10-05-2024 14:49:53,45422.3888080787,HUAWEI S5720 @CDC-JP-101 (172.16.1.11),Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.07 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.07 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
6422,10-05-2024 14:49:42,45422.3886846065,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,ipsla,Eth1/46 IP-SLA KALWA to YOTTA 150MB (172.14.3.1) to (172.14.3.2),Warning,609,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
5576,10-05-2024 14:49:42,45422.3886832292,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/47 IP-SLA LVSB to CHURCHGATE (172.2.3.1) to (172.2.3.2),Down,608,"<div class=""logmessage"">12 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",12 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)
6634,10-05-2024 14:49:41,45422.3886743403,Cisco 31108 @ BKC-MMR(172.16.3.4)(3.3.3.4),Cisco IP SLA,ipsla,Eth-1/47 IP-SLA BKC TO CDC RCOM-5G,Up,607,"<div class=""logmessage"">2 msec<div class=""moreicon""></div></div>",2 msec
2265,10-05-2024 14:49:14,45422.3883654167,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,ipsla,Eth-1/45 IP-SLA CDC to BHANDUP (173.1.8.1) to (173.1.8.2),Down,608,"<div class=""logmessage"">5 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",5 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)
6634,10-05-2024 14:49:11,45422.3883269676,Cisco 31108 @ BKC-MMR(172.16.3.4)(3.3.3.4),Cisco IP SLA,ipsla,Eth-1/47 IP-SLA BKC TO CDC RCOM-5G,Warning,609,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
7032,10-05-2024 14:48:56,45422.3881560185,Cisco Nexus 3064 @ BKC-H-10(172.16.3.3),SNMP Cisco System Health,snmpciscosystemhealth,System Health Other,Warning,609,"<div class=""logmessage"">-3,979 mdBm (Ethernet1/36(dBm) Tx Power) is above the warning limit of -4,000 mdBm in Ethernet1/36(dBm) Tx Power<div class=""moreicon""></div></div>","-3,979 mdBm (Ethernet1/36(dBm) Tx Power) is above the warning limit of -4,000 mdBm in Ethernet1/36(dBm) Tx Power"
6941,10-05-2024 14:48:54,45422.3881264120,C9372PX @ YOTTA POP 172.16.10.3,SNMP Cisco System Health,snmpciscosystemhealth,System Health Other,Warning,609,"<div class=""logmessage"">-3,990 mdBm (Ethernet1/47 Lane 1 Transceiver Receive Power Sensor) is above the warning limit of -4,001 mdBm in Ethernet1/47 Lane 1 Transceiver Receive Power Sensor<div class=""moreicon""></div></div>","-3,990 mdBm (Ethernet1/47 Lane 1 Transceiver Receive Power Sensor) is above the warning limit of -4,001 mdBm in Ethernet1/47 Lane 1 Transceiver Receive Power Sensor"
5785,10-05-2024 14:48:24,45422.3877842824,Cisco 31108 @ BSE-NM (172.16.5.1) (5.5.5.5),Cisco IP SLA,ipsla,Eth 1/46 iP-SLA BSE_LIU-40_L3_TO_CHURCHGATE_(172.5.1.1) to (172.5.1.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
5785,10-05-2024 14:47:54,45422.3874371412,Cisco 31108 @ BSE-NM (172.16.5.1) (5.5.5.5),Cisco IP SLA,ipsla,Eth 1/46 iP-SLA BSE_LIU-40_L3_TO_CHURCHGATE_(172.5.1.1) to (172.5.1.2),Warning,609,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
6297,10-05-2024 14:47:43,45422.3873034607,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6297,10-05-2024 14:47:13,45422.3869561574,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Down,608,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
6864,10-05-2024 14:47:12,45422.3869446065,C9372PX @ YOTTA POP 172.16.10.3,Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
7032,10-05-2024 14:46:56,45422.3867671412,Cisco Nexus 3064 @ BKC-H-10(172.16.3.3),SNMP Cisco System Health,snmpciscosystemhealth,System Health Other,Up,607,"<div class=""logmessage"">-1,904 mdBm<div class=""moreicon""></div></div>","-1,904 mdBm"
6303,10-05-2024 14:46:56,45422.3867595255,Huawei S5701 @ STT-GIF(172.16.8.12),Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6218,10-05-2024 14:46:53,45422.3867321759,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,ipsla,Eth-1/54 IP-SLA CDC to NSE (172.1.3.1) to (172.1.3.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
6864,10-05-2024 14:46:42,45422.3865973148,C9372PX @ YOTTA POP 172.16.10.3,Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
6259,10-05-2024 14:46:28,45422.3864353935,Huawei S6720 @NSE-PHASE-4 (172.16.4.2),Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6355,10-05-2024 14:46:23,45422.3863775000,HUAWEI S5720 @CDC-JP-101 (172.16.1.11),Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6297,10-05-2024 14:46:13,45422.3862618171,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6259,10-05-2024 14:45:58,45422.3860882292,Huawei S6720 @NSE-PHASE-4 (172.16.4.2),Syslog Receiver,udpsyslog,Syslog Receiver,Down,608,"<div class=""logmessage"">0.10 #/s (Errors) is above the error limit of < 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.10 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
6303,10-05-2024 14:45:56,45422.3860650694,Huawei S5701 @ STT-GIF(172.16.8.12),Syslog Receiver,udpsyslog,Syslog Receiver,Down,608,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
6218,10-05-2024 14:45:53,45422.3860353125,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,ipsla,Eth-1/54 IP-SLA CDC to NSE (172.1.3.1) to (172.1.3.2),Warning,609,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
6355,10-05-2024 14:45:53,45422.3860302431,HUAWEI S5720 @CDC-JP-101 (172.16.1.11),Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
6297,10-05-2024 14:45:43,45422.3859145139,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.10 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.10 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
6259,10-05-2024 14:45:28,45422.3857408912,Huawei S6720 @NSE-PHASE-4 (172.16.4.2),Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.07 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.07 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
7032,10-05-2024 14:44:56,45422.3853780903,Cisco Nexus 3064 @ BKC-H-10(172.16.3.3),SNMP Cisco System Health,snmpciscosystemhealth,System Health Other,Warning,609,"<div class=""logmessage"">-3,979 mdBm (Ethernet1/36(dBm) Tx Power) is above the warning limit of -4,000 mdBm in Ethernet1/36(dBm) Tx Power<div class=""moreicon""></div></div>","-3,979 mdBm (Ethernet1/36(dBm) Tx Power) is above the warning limit of -4,000 mdBm in Ethernet1/36(dBm) Tx Power"
6718,10-05-2024 14:44:22,45422.3849794792,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/24 Traffic to MCX-12 UPLINK,Up,607,"<div class=""logmessage"">9.84 Mbit/s<div class=""moreicon""></div></div>",9.84 Mbit/s
7192,10-05-2024 14:44:19,45422.3849485417,Cisco 31108 @ Chennai-Egmore(172.16.13.1)(13.13.13.13),Cisco IP SLA,ipsla,ip sla Eth1/46 CHENNAI_TO_NEXTRA_PRI,Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
6717,10-05-2024 14:44:14,45422.3848880324,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/22 Traffic to MCX-11 UPLINK,Up,607,"<div class=""logmessage"">9.72 Mbit/s<div class=""moreicon""></div></div>",9.72 Mbit/s
4360,10-05-2024 14:44:13,45422.3848740625,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/9 Traffic to MCX-5 UPLINK,Up,607,"<div class=""logmessage"">26 Mbit/s<div class=""moreicon""></div></div>",26 Mbit/s
6718,10-05-2024 14:43:52,45422.3846336574,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/24 Traffic to MCX-12 UPLINK,Down,608,"<div class=""logmessage"">68 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",68 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
7192,10-05-2024 14:43:49,45422.3846012616,Cisco 31108 @ Chennai-Egmore(172.16.13.1)(13.13.13.13),Cisco IP SLA,ipsla,ip sla Eth1/46 CHENNAI_TO_NEXTRA_PRI,Down,608,"<div class=""logmessage"">8 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",8 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)
6717,10-05-2024 14:43:44,45422.3845410417,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/22 Traffic to MCX-11 UPLINK,Down,608,"<div class=""logmessage"">68 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",68 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
4360,10-05-2024 14:43:43,45422.3845283333,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/9 Traffic to MCX-5 UPLINK,Down,608,"<div class=""logmessage"">68 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",68 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
6634,10-05-2024 14:43:11,45422.3841590741,Cisco 31108 @ BKC-MMR(172.16.3.4)(3.3.3.4),Cisco IP SLA,ipsla,Eth-1/47 IP-SLA BKC TO CDC RCOM-5G,Up,607,"<div class=""logmessage"">3 msec<div class=""moreicon""></div></div>",3 msec
6218,10-05-2024 14:42:53,45422.3839532523,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,ipsla,Eth-1/54 IP-SLA CDC to NSE (172.1.3.1) to (172.1.3.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
6297,10-05-2024 14:42:43,45422.3838325000,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6634,10-05-2024 14:42:41,45422.3838131597,Cisco 31108 @ BKC-MMR(172.16.3.4)(3.3.3.4),Cisco IP SLA,ipsla,Eth-1/47 IP-SLA BKC TO CDC RCOM-5G,Warning,609,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
6271,10-05-2024 14:42:30,45422.3836807060,Huawei S6720 @NSE-PHASE-6 (172.16.4.61),Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6718,10-05-2024 14:42:22,45422.3835918982,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/24 Traffic to MCX-12 UPLINK,Up,607,"<div class=""logmessage"">13 Mbit/s<div class=""moreicon""></div></div>",13 Mbit/s
6815,10-05-2024 14:42:22,45422.3835893403,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/28 Traffic to MCX-14 UPLINK,Up,607,"<div class=""logmessage"">14 Mbit/s<div class=""moreicon""></div></div>",14 Mbit/s
4352,10-05-2024 14:42:21,45422.3835815972,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/1 Traffic to MCX-1 UPLINK,Up,607,"<div class=""logmessage"">30 Mbit/s<div class=""moreicon""></div></div>",30 Mbit/s
4354,10-05-2024 14:42:21,45422.3835791782,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/3 Traffic to MCX-2 UPLINK,Up,607,"<div class=""logmessage"">28 Mbit/s<div class=""moreicon""></div></div>",28 Mbit/s
6717,10-05-2024 14:42:14,45422.3834993982,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/22 Traffic to MCX-11 UPLINK,Up,607,"<div class=""logmessage"">10 Mbit/s<div class=""moreicon""></div></div>",10 Mbit/s
4360,10-05-2024 14:42:13,45422.3834866319,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/9 Traffic to MCX-5 UPLINK,Up,607,"<div class=""logmessage"">29 Mbit/s<div class=""moreicon""></div></div>",29 Mbit/s
6297,10-05-2024 14:42:13,45422.3834850231,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Down,608,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
6674,10-05-2024 14:42:00,45422.3833348380,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/2 Traffic to MCX-8 UPLINK,Up,607,"<div class=""logmessage"">27 Mbit/s<div class=""moreicon""></div></div>",27 Mbit/s
6271,10-05-2024 14:42:00,45422.3833336111,Huawei S6720 @NSE-PHASE-6 (172.16.4.61),Syslog Receiver,udpsyslog,Syslog Receiver,Down,608,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
6285,10-05-2024 14:42:00,45422.3833335995,Huawei S6720 @ BSE-NM (172.16.5.2),Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
5814,10-05-2024 14:41:58,45422.3833116782,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/14 Traffic to MCX-7 UPLINK,Up,607,"<div class=""logmessage"">7.87 Mbit/s<div class=""moreicon""></div></div>",7.87 Mbit/s
6218,10-05-2024 14:41:53,45422.3832600000,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,ipsla,Eth-1/54 IP-SLA CDC to NSE (172.1.3.1) to (172.1.3.2),Down,608,"<div class=""logmessage"">5 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",5 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)
6718,10-05-2024 14:41:52,45422.3832435185,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/24 Traffic to MCX-12 UPLINK,Down,608,"<div class=""logmessage"">761 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",761 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
6815,10-05-2024 14:41:52,45422.3832410995,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/28 Traffic to MCX-14 UPLINK,Down,608,"<div class=""logmessage"">545 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",545 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
4352,10-05-2024 14:41:51,45422.3832344560,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/1 Traffic to MCX-1 UPLINK,Down,608,"<div class=""logmessage"">545 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",545 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
4354,10-05-2024 14:41:51,45422.3832319444,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/3 Traffic to MCX-2 UPLINK,Down,608,"<div class=""logmessage"">545 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",545 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
6717,10-05-2024 14:41:44,45422.3831509375,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/22 Traffic to MCX-11 UPLINK,Down,608,"<div class=""logmessage"">761 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",761 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
