objid,datetime,datetime_raw,parent,type,type_raw,name,status,status_raw,message,message_raw
6297,10-05-2024 14:06:13,45422.3584840046,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6259,10-05-2024 14:05:58,45422.3583102083,Huawei S6720 @NSE-PHASE-4 (172.16.4.2),Syslog Receiver,udpsyslog,Syslog Receiver,Down,608,"<div class=""logmessage"">0.10 #/s (Errors) is above the error limit of < 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.10 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
6303,10-05-2024 14:05:56,45422.3582872338,Huawei S5701 @ STT-GIF(172.16.8.12),Syslog Receiver,udpsyslog,Syslog Receiver,Down,608,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
6355,10-05-2024 14:05:53,45422.3582524537,HUAWEI S5720 @CDC-JP-101 (172.16.1.11),Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
6297,10-05-2024 14:05:43,45422.3581367245,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.10 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.10 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
7190,10-05-2024 14:05:40,45422.3581081829,Cisco Nexus 31108 @ BKC-MMR (172.16.3.1)(3.3.3.3),Cisco IP SLA,ipsla,ip sla 45 BKC_TO_KURLA_KOHINOOR_POP_NSE_TIKONA,Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
6259,10-05-2024 14:05:28,45422.3579631250,Huawei S6720 @NSE-PHASE-4 (172.16.4.2),Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.07 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.07 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
5577,10-05-2024 14:05:22,45422.3578988079,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/45 IP-SLA LVSB to BSE EXCH (172.2.4.1) to (172.2.4.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
5572,10-05-2024 14:05:20,45422.3578731134,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/34 IP-SLA LVSB to BKC (173.2.1.1) to (173.2.1.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
6677,10-05-2024 14:05:16,45422.3578325000,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,ipsla,Eth1/40 IP-SLA RCOM CDC 1.1.1.129 to BKC 3.3.3.4 (173.1.5.1) to (173.1.5.2),Warning,609,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
5573,10-05-2024 14:05:15,45422.3578151852,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/48 IP-SLA LVSB to BKC (172.2.5.1) to (172.2.5.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
7190,10-05-2024 14:05:10,45422.3577610185,Cisco Nexus 31108 @ BKC-MMR (172.16.3.1)(3.3.3.3),Cisco IP SLA,ipsla,ip sla 45 BKC_TO_KURLA_KOHINOOR_POP_NSE_TIKONA,Warning,609,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
5577,10-05-2024 14:04:52,45422.3575515741,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/45 IP-SLA LVSB to BSE EXCH (172.2.4.1) to (172.2.4.2),Down,608,"<div class=""logmessage"">5 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",5 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)
5572,10-05-2024 14:04:50,45422.3575246181,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/34 IP-SLA LVSB to BKC (173.2.1.1) to (173.2.1.2),Warning,609,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
5573,10-05-2024 14:04:45,45422.3574681250,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/48 IP-SLA LVSB to BKC (172.2.5.1) to (172.2.5.2),Warning,609,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
6755,10-05-2024 14:04:32,45422.3573237268,CISCO N9K-C9372PX @ KOHINNOR_KURLA_POP 172.16.15.1(15.15.15.1),Cisco IP SLA,ipsla,IP SLA_KURLA_KOHINOOR_TO_CDC (172.15.4.1 To 172.15.4.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
6674,10-05-2024 14:04:30,45422.3572930556,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/2 Traffic to MCX-8 UPLINK,Up,607,"<div class=""logmessage"">22 Mbit/s<div class=""moreicon""></div></div>",22 Mbit/s
6354,10-05-2024 14:04:30,45422.3572919792,Cisco Nexus 3064 @ NSE-IFSC (172.16.8.21),Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0.13 #/s<div class=""moreicon""></div></div>",0.13 #/s
5814,10-05-2024 14:04:28,45422.3572698843,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/14 Traffic to MCX-7 UPLINK,Up,607,"<div class=""logmessage"">7.06 Mbit/s<div class=""moreicon""></div></div>",7.06 Mbit/s
7032,10-05-2024 14:04:26,45422.3572532407,Cisco Nexus 3064 @ BKC-H-10(172.16.3.3),SNMP Cisco System Health,snmpciscosystemhealth,System Health Other,Warning,609,"<div class=""logmessage"">-3,979 mdBm (Ethernet1/36(dBm) Tx Power) is above the warning limit of -4,000 mdBm in Ethernet1/36(dBm) Tx Power<div class=""moreicon""></div></div>","-3,979 mdBm (Ethernet1/36(dBm) Tx Power) is above the warning limit of -4,000 mdBm in Ethernet1/36(dBm) Tx Power"
6718,10-05-2024 14:04:22,45422.3572042245,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/24 Traffic to MCX-12 UPLINK,Up,607,"<div class=""logmessage"">10 Mbit/s<div class=""moreicon""></div></div>",10 Mbit/s
6815,10-05-2024 14:04:22,45422.3572003704,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/28 Traffic to MCX-14 UPLINK,Up,607,"<div class=""logmessage"">12 Mbit/s<div class=""moreicon""></div></div>",12 Mbit/s
4352,10-05-2024 14:04:21,45422.3571914005,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/1 Traffic to MCX-1 UPLINK,Up,607,"<div class=""logmessage"">20 Mbit/s<div class=""moreicon""></div></div>",20 Mbit/s
4354,10-05-2024 14:04:21,45422.3571888426,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/3 Traffic to MCX-2 UPLINK,Up,607,"<div class=""logmessage"">16 Mbit/s<div class=""moreicon""></div></div>",16 Mbit/s
5573,10-05-2024 14:04:15,45422.3571206597,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/48 IP-SLA LVSB to BKC (172.2.5.1) to (172.2.5.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
2265,10-05-2024 14:04:14,45422.3571154167,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,ipsla,Eth-1/45 IP-SLA CDC to BHANDUP (173.1.8.1) to (173.1.8.2),Up,607,"<div class=""logmessage"">2 msec<div class=""moreicon""></div></div>",2 msec
6717,10-05-2024 14:04:14,45422.3571104051,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/22 Traffic to MCX-11 UPLINK,Up,607,"<div class=""logmessage"">8.03 Mbit/s<div class=""moreicon""></div></div>",8.03 Mbit/s
4360,10-05-2024 14:04:13,45422.3570962847,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/9 Traffic to MCX-5 UPLINK,Up,607,"<div class=""logmessage"">23 Mbit/s<div class=""moreicon""></div></div>",23 Mbit/s
6755,10-05-2024 14:04:02,45422.3569753704,CISCO N9K-C9372PX @ KOHINNOR_KURLA_POP 172.16.15.1(15.15.15.1),Cisco IP SLA,ipsla,IP SLA_KURLA_KOHINOOR_TO_CDC (172.15.4.1 To 172.15.4.2),Warning,609,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
6674,10-05-2024 14:04:00,45422.3569457407,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/2 Traffic to MCX-8 UPLINK,Down,608,"<div class=""logmessage"">131 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",131 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
6354,10-05-2024 14:04:00,45422.3569447106,Cisco Nexus 3064 @ NSE-IFSC (172.16.8.21),Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
5814,10-05-2024 14:03:58,45422.3569226157,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/14 Traffic to MCX-7 UPLINK,Down,608,"<div class=""logmessage"">131 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",131 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
6718,10-05-2024 14:03:52,45422.3568543056,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/24 Traffic to MCX-12 UPLINK,Down,608,"<div class=""logmessage"">193 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",193 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
6815,10-05-2024 14:03:52,45422.3568520255,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/28 Traffic to MCX-14 UPLINK,Down,608,"<div class=""logmessage"">131 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",131 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
4354,10-05-2024 14:03:51,45422.3568453356,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/3 Traffic to MCX-2 UPLINK,Down,608,"<div class=""logmessage"">131 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",131 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
4352,10-05-2024 14:03:51,45422.3568428009,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/1 Traffic to MCX-1 UPLINK,Down,608,"<div class=""logmessage"">131 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",131 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
6971,10-05-2024 14:03:49,45422.3568222106,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/16 Traffic to MCX-16 UPLINK_10G,Up,607,"<div class=""logmessage"">45 Mbit/s<div class=""moreicon""></div></div>",45 Mbit/s
5573,10-05-2024 14:03:45,45422.3567733796,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/48 IP-SLA LVSB to BKC (172.2.5.1) to (172.2.5.2),Down,608,"<div class=""logmessage"">6 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",6 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)
6717,10-05-2024 14:03:44,45422.3567631250,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/22 Traffic to MCX-11 UPLINK,Down,608,"<div class=""logmessage"">193 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",193 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
4360,10-05-2024 14:03:43,45422.3567478356,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/9 Traffic to MCX-5 UPLINK,Down,608,"<div class=""logmessage"">193 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",193 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
6971,10-05-2024 14:03:39,45422.3567017361,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,snmptraffic,Eth1/16 Traffic to MCX-16 UPLINK_10G,Down,608,"<div class=""logmessage"">392 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out<div class=""moreicon""></div></div>",392 #/s (Discards Out) is above the error limit of 2 #/s in Discards Out
6941,10-05-2024 14:03:24,45422.3565292940,C9372PX @ YOTTA POP 172.16.10.3,SNMP Cisco System Health,snmpciscosystemhealth,System Health Other,Up,607,"<div class=""logmessage"">2,953 mdBm<div class=""moreicon""></div></div>","2,953 mdBm"
2265,10-05-2024 14:03:14,45422.3564209954,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,ipsla,Eth-1/45 IP-SLA CDC to BHANDUP (173.1.8.1) to (173.1.8.2),Down,608,"<div class=""logmessage"">5 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",5 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)
6297,10-05-2024 14:02:43,45422.3560533681,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6308,10-05-2024 14:02:35,45422.3559607292,Cisco 31108 @ Chennai-Egmore(172.16.13.1)(13.13.13.13),Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6271,10-05-2024 14:02:30,45422.3559029051,Huawei S6720 @NSE-PHASE-6 (172.16.4.61),Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6297,10-05-2024 14:02:13,45422.3557062963,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Down,608,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
6864,10-05-2024 14:02:12,45422.3556947569,C9372PX @ YOTTA POP 172.16.10.3,Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
5578,10-05-2024 14:02:06,45422.3556274884,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/39 IP-SLA LVSB 2.1 to NSE 4.1 Eth-1/39(172.2.2.1) to (172.2.2.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
6308,10-05-2024 14:02:05,45422.3556147685,Cisco 31108 @ Chennai-Egmore(172.16.13.1)(13.13.13.13),Syslog Receiver,udpsyslog,Syslog Receiver,Down,608,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
6285,10-05-2024 14:02:00,45422.3555557986,Huawei S6720 @ BSE-NM (172.16.5.2),Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6271,10-05-2024 14:02:00,45422.3555555903,Huawei S6720 @NSE-PHASE-6 (172.16.4.61),Syslog Receiver,udpsyslog,Syslog Receiver,Down,608,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
6633,10-05-2024 14:01:57,45422.3555271759,Cisco 31108 @ Chennai-Egmore(172.16.13.1)(13.13.13.13),Cisco IP SLA,ipsla,Eth-1/40 IP SLA CHENNAI EGMORE to MAHALAXMI (OFC-Railtel-Primary) to 172.16.12.1 Eth-1/44,Warning,609,"<div class=""logmessage"">15 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 14 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",15 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 14 msec in Avg. Round Trip Time (RTT)
7032,10-05-2024 14:01:56,45422.3555169676,Cisco Nexus 3064 @ BKC-H-10(172.16.3.3),SNMP Cisco System Health,snmpciscosystemhealth,System Health Other,Up,607,"<div class=""logmessage"">-1,884 mdBm<div class=""moreicon""></div></div>","-1,884 mdBm"
6864,10-05-2024 14:01:42,45422.3553474537,C9372PX @ YOTTA POP 172.16.10.3,Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
5578,10-05-2024 14:01:36,45422.3552804051,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/39 IP-SLA LVSB 2.1 to NSE 4.1 Eth-1/39(172.2.2.1) to (172.2.2.2),Down,608,"<div class=""logmessage"">6 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",6 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)
6285,10-05-2024 14:01:30,45422.3552085069,Huawei S6720 @ BSE-NM (172.16.5.2),Syslog Receiver,udpsyslog,Syslog Receiver,Down,608,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors<div class=""moreicon""></div></div>",0.03 #/s (Errors) is above the error limit of < 0.01 #/s in Errors
6424,10-05-2024 14:01:25,45422.3551552894,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,ipsla,Eth-1/41 IP-SLA CDC to STT-TECHNOPOLIS (172.1.2.2) to (172.1.2.1),Up,607,"<div class=""logmessage"">2 msec<div class=""moreicon""></div></div>",2 msec
6355,10-05-2024 14:01:23,45422.3551273611,HUAWEI S5720 @CDC-JP-101 (172.16.1.11),Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6297,10-05-2024 14:01:13,45422.3550117130,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
6297,10-05-2024 14:00:43,45422.3546645370,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.10 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.10 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
6424,10-05-2024 14:00:25,45422.3544622454,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,ipsla,Eth-1/41 IP-SLA CDC to STT-TECHNOPOLIS (172.1.2.2) to (172.1.2.1),Warning,609,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
5577,10-05-2024 14:00:22,45422.3544265046,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/45 IP-SLA LVSB to BSE EXCH (172.2.4.1) to (172.2.4.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
5572,10-05-2024 14:00:20,45422.3544008565,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/34 IP-SLA LVSB to BKC (173.2.1.1) to (173.2.1.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
7189,10-05-2024 14:00:19,45422.3543930556,Cisco 31108 @ BKC-MMR(172.16.3.4)(3.3.3.4),Cisco IP SLA,ipsla,ip sla Eth1/39 BKC_TO_KOHINOOR_KURLAPOP,Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
7032,10-05-2024 13:59:56,45422.3541279861,Cisco Nexus 3064 @ BKC-H-10(172.16.3.3),SNMP Cisco System Health,snmpciscosystemhealth,System Health Other,Warning,609,"<div class=""logmessage"">-3,979 mdBm (Ethernet1/36(dBm) Tx Power) is above the warning limit of -4,000 mdBm in Ethernet1/36(dBm) Tx Power<div class=""moreicon""></div></div>","-3,979 mdBm (Ethernet1/36(dBm) Tx Power) is above the warning limit of -4,000 mdBm in Ethernet1/36(dBm) Tx Power"
6355,10-05-2024 13:59:53,45422.3540857986,HUAWEI S5720 @CDC-JP-101 (172.16.1.11),Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.07 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.07 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
5577,10-05-2024 13:59:52,45422.3540779745,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/45 IP-SLA LVSB to BSE EXCH (172.2.4.1) to (172.2.4.2),Warning,609,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
5572,10-05-2024 13:59:50,45422.3540534491,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,ipsla,Eth-1/34 IP-SLA LVSB to BKC (173.2.1.1) to (173.2.1.2),Warning,609,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)
7189,10-05-2024 13:59:49,45422.3540456597,Cisco 31108 @ BKC-MMR(172.16.3.4)(3.3.3.4),Cisco IP SLA,ipsla,ip sla Eth1/39 BKC_TO_KOHINOOR_KURLAPOP,Down,608,"<div class=""logmessage"">6 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",6 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)
2204,10-05-2024 13:59:42,45422.3539661111,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,ipsla,Eth-1/38 IP_SLA CDC to CDC (172.1.4.1) to (172.1.4.2),Up,607,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>",1 msec
6355,10-05-2024 13:59:22,45422.3537383333,HUAWEI S5720 @CDC-JP-101 (172.16.1.11),Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
2204,10-05-2024 13:58:42,45422.3532715972,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,ipsla,Eth-1/38 IP_SLA CDC to CDC (172.1.4.1) to (172.1.4.2),Down,608,"<div class=""logmessage"">7 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>",7 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)
7030,10-05-2024 13:58:41,45422.3532586111,Cisco Nexus 3064 @ BKC-H-10(172.16.3.3),SNMP Cisco System Health,snmpciscosystemhealth,System Health Currents,Up,607,"<div class=""logmessage"">0 uA<div class=""moreicon""></div></div>",0 uA
6355,10-05-2024 13:58:23,45422.3530440278,HUAWEI S5720 @CDC-JP-101 (172.16.1.11),Syslog Receiver,udpsyslog,Syslog Receiver,Warning,609,"<div class=""logmessage"">0.10 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.10 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
7032,10-05-2024 13:57:56,45422.3527391319,Cisco Nexus 3064 @ BKC-H-10(172.16.3.3),SNMP Cisco System Health,snmpciscosystemhealth,System Health Other,Up,607,"<div class=""logmessage"">-1,897 mdBm<div class=""moreicon""></div></div>","-1,897 mdBm"
6979,10-05-2024 13:57:48,45422.3526392708,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,ipsla,Eth-1/45 IP-SLA CDC to BHANDUP (172.1.8.1) to (172.1.8.2),Up,607,"<div class=""logmessage"">2 msec<div class=""moreicon""></div></div>",2 msec
6297,10-05-2024 13:57:43,45422.3525812153,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,udpsyslog,Syslog Receiver,Up,607,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
