ID,Date Time,Parent,Type,Object,Status,Message
6218,03-06-2024 20:28:22,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,Eth-1/54 IP-SLA CDC to NSE (172.1.3.1) to (172.1.3.2),Down,"<div class=""logmessage"">96 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
5578,03-06-2024 20:28:21,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,Eth-1/39 IP-SLA LVSB 2.1 to NSE 4.1 Eth-1/39(172.2.2.1) to (172.2.2.2),Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
6265,03-06-2024 20:28:13,Huawei S5720 @NSE-PHASE-2 (172.16.4.22),Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.17 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings — 0.07 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
6979,03-06-2024 20:27:54,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,Eth-1/45 IP-SLA CDC to BHANDUP (172.1.8.1) to (172.1.8.2),Down,"<div class=""logmessage"">5 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6424,03-06-2024 20:27:54,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,Eth-1/41 IP-SLA CDC to STT-TECHNOPOLIS  (172.1.2.2) to (172.1.2.1),Warning,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
5578,03-06-2024 20:27:51,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,Eth-1/39 IP-SLA LVSB 2.1 to NSE 4.1 Eth-1/39(172.2.2.1) to (172.2.2.2),Down,"<div class=""logmessage"">7 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6265,03-06-2024 20:27:43,Huawei S5720 @NSE-PHASE-2 (172.16.4.22),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
4351,03-06-2024 20:27:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">364 Mbit/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:27:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">374 Mbit/s<div class=""moreicon""></div></div>"
6265,03-06-2024 20:27:13,Huawei S5720 @NSE-PHASE-2 (172.16.4.22),Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>"
4351,03-06-2024 20:26:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">406 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:26:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">401 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
2265,03-06-2024 20:26:39,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,Eth-1/45 IP-SLA CDC to BHANDUP (173.1.8.1) to (173.1.8.2),Up,"<div class=""logmessage"">3 msec<div class=""moreicon""></div></div>"
6303,03-06-2024 20:26:39,Huawei S5701 @ STT-GIF(172.16.8.12),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
7192,03-06-2024 20:26:36,Cisco 31108 @ Chennai-Egmore(172.16.13.1)(13.13.13.13),Cisco IP SLA,ip sla Eth1/46 CHENNAI_TO_NEXTRA_PRI,Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
6297,03-06-2024 20:26:33,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6259,03-06-2024 20:26:12,Huawei S6720 @NSE-PHASE-4 (172.16.4.2),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6303,03-06-2024 20:26:09,Huawei S5701 @ STT-GIF(172.16.8.12),Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.07 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
7192,03-06-2024 20:26:06,Cisco 31108 @ Chennai-Egmore(172.16.13.1)(13.13.13.13),Cisco IP SLA,ip sla Eth1/46 CHENNAI_TO_NEXTRA_PRI,Down,"<div class=""logmessage"">7 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6297,03-06-2024 20:26:03,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
4351,03-06-2024 20:25:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">356 Mbit/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:25:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">360 Mbit/s<div class=""moreicon""></div></div>"
6265,03-06-2024 20:25:43,Huawei S5720 @NSE-PHASE-2 (172.16.4.22),Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.13 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings — 0.03 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
6259,03-06-2024 20:25:42,Huawei S6720 @NSE-PHASE-4 (172.16.4.2),Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.07 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings — 0.10 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
2265,03-06-2024 20:25:39,Cisco 31108 @CDC-JP-101 (172.17.1.1) (1.1.1.129),Cisco IP SLA,Eth-1/45 IP-SLA CDC to BHANDUP (173.1.8.1) to (173.1.8.2),Warning,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6297,03-06-2024 20:25:33,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.10 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>"
4351,03-06-2024 20:25:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">436 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:25:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">432 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:24:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">337 Mbit/s<div class=""moreicon""></div></div>"
4351,03-06-2024 20:24:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">395 Mbit/s<div class=""moreicon""></div></div>"
7032,03-06-2024 20:24:09,Cisco Nexus 3064 @ BKC-H-10(172.16.3.3),SNMP Cisco System Health,System Health Other,Up,"<div class=""logmessage"">-1,979 mdBm<div class=""moreicon""></div></div>"
6941,03-06-2024 20:24:05,C9372PX @ YOTTA POP 172.16.10.3,SNMP Cisco System Health,System Health Other,Up,"<div class=""logmessage"">2,979 mdBm<div class=""moreicon""></div></div>"
6422,03-06-2024 20:23:27,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,Eth1/46 IP-SLA KALWA to YOTTA 150MB (172.14.3.1) to (172.14.3.2),Up,"<div class=""logmessage"">3 msec<div class=""moreicon""></div></div>"
4351,03-06-2024 20:23:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">436 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:23:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">429 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6265,03-06-2024 20:23:13,Huawei S5720 @NSE-PHASE-2 (172.16.4.22),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6422,03-06-2024 20:22:57,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,Eth1/46 IP-SLA KALWA to YOTTA 150MB (172.14.3.1) to (172.14.3.2),Warning,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6864,03-06-2024 20:22:49,C9372PX @ YOTTA POP 172.16.10.3,Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
4351,03-06-2024 20:22:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">356 Mbit/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:22:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">354 Mbit/s<div class=""moreicon""></div></div>"
6265,03-06-2024 20:22:43,Huawei S5720 @NSE-PHASE-2 (172.16.4.22),Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>"
6422,03-06-2024 20:22:27,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,Eth1/46 IP-SLA KALWA to YOTTA 150MB (172.14.3.1) to (172.14.3.2),Down,"<div class=""logmessage"">7 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
7190,03-06-2024 20:22:27,Cisco Nexus 31108 @ BKC-MMR (172.16.3.1)(3.3.3.3),Cisco IP SLA,ip sla 45 BKC_TO_KURLA_KOHINOOR_POP_NSE_TIKONA,Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
6255,03-06-2024 20:22:27,HUAWEI S5720 @CDC-JP-105 (172.16.1.13),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6864,03-06-2024 20:22:19,C9372PX @ YOTTA POP 172.16.10.3,Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>"
4351,03-06-2024 20:22:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">529 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6271,03-06-2024 20:22:14,Huawei S6720 @NSE-PHASE-6 (172.16.4.61),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:22:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">540 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6422,03-06-2024 20:21:57,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,Eth1/46 IP-SLA KALWA to YOTTA 150MB (172.14.3.1) to (172.14.3.2),Up,"<div class=""logmessage"">3 msec<div class=""moreicon""></div></div>"
7190,03-06-2024 20:21:57,Cisco Nexus 31108 @ BKC-MMR (172.16.3.1)(3.3.3.3),Cisco IP SLA,ip sla 45 BKC_TO_KURLA_KOHINOOR_POP_NSE_TIKONA,Down,"<div class=""logmessage"">12 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6255,03-06-2024 20:21:57,HUAWEI S5720 @CDC-JP-105 (172.16.1.13),Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>"
6285,03-06-2024 20:21:51,Huawei S6720 @ BSE-NM (172.16.5.2),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
4351,03-06-2024 20:21:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">410 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6271,03-06-2024 20:21:44,Huawei S6720 @NSE-PHASE-6 (172.16.4.61),Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.10 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
4286,03-06-2024 20:21:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">418 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6265,03-06-2024 20:21:43,Huawei S5720 @NSE-PHASE-2 (172.16.4.22),Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.17 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings — 0.07 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
6297,03-06-2024 20:21:33,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6218,03-06-2024 20:21:22,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,Eth-1/54 IP-SLA CDC to NSE (172.1.3.1) to (172.1.3.2),Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
6285,03-06-2024 20:21:21,Huawei S6720 @ BSE-NM (172.16.5.2),Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
6297,03-06-2024 20:21:03,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
5573,03-06-2024 20:21:01,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,Eth-1/48 IP-SLA LVSB to BKC (172.2.5.1) to (172.2.5.2),Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
6422,03-06-2024 20:20:57,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,Eth1/46 IP-SLA KALWA to YOTTA 150MB (172.14.3.1) to (172.14.3.2),Down,"<div class=""logmessage"">8 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6979,03-06-2024 20:20:54,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,Eth-1/45 IP-SLA CDC to BHANDUP (172.1.8.1) to (172.1.8.2),Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
4351,03-06-2024 20:20:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">251 Mbit/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:20:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">245 Mbit/s<div class=""moreicon""></div></div>"
6297,03-06-2024 20:20:33,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.10 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>"
5573,03-06-2024 20:20:31,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,Eth-1/48 IP-SLA LVSB to BKC (172.2.5.1) to (172.2.5.2),Warning,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6979,03-06-2024 20:20:24,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,Eth-1/45 IP-SLA CDC to BHANDUP (172.1.8.1) to (172.1.8.2),Down,"<div class=""logmessage"">8 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
6218,03-06-2024 20:20:22,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,Eth-1/54 IP-SLA CDC to NSE (172.1.3.1) to (172.1.3.2),Down,"<div class=""logmessage"">9 msec (Avg. Round Trip Time (RTT)) is above the error limit of 4 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
4351,03-06-2024 20:20:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">402 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:20:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">403 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
7032,03-06-2024 20:20:09,Cisco Nexus 3064 @ BKC-H-10(172.16.3.3),SNMP Cisco System Health,System Health Other,Warning,"<div class=""logmessage"">-3,979 mdBm (Ethernet1/36(dBm)  Tx Power) is above the warning limit of -4,000 mdBm in Ethernet1/36(dBm)  Tx Power<div class=""moreicon""></div></div>"
6979,03-06-2024 20:19:54,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,Eth-1/45 IP-SLA CDC to BHANDUP (172.1.8.1) to (172.1.8.2),Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
6979,03-06-2024 20:19:24,Cisco 31108 @ CDC-JP-101 (172.16.1.1) (1.1.1.1),Cisco IP SLA,Eth-1/45 IP-SLA CDC to BHANDUP (172.1.8.1) to (172.1.8.2),Warning,"<div class=""logmessage"">4 msec (Avg. Round Trip Time (RTT)) is above the warning limit of 3 msec in Avg. Round Trip Time (RTT)<div class=""moreicon""></div></div>"
4351,03-06-2024 20:19:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">379 Mbit/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:19:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">376 Mbit/s<div class=""moreicon""></div></div>"
4351,03-06-2024 20:18:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">506 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:18:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">518 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4351,03-06-2024 20:18:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">413 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:18:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">424 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4351,03-06-2024 20:17:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">350 Mbit/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:17:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">337 Mbit/s<div class=""moreicon""></div></div>"
4351,03-06-2024 20:17:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">558 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:17:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">568 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6303,03-06-2024 20:16:39,Huawei S5701 @ STT-GIF(172.16.8.12),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6297,03-06-2024 20:16:33,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:16:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">450 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6259,03-06-2024 20:16:12,Huawei S6720 @NSE-PHASE-4 (172.16.4.2),Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>"
6303,03-06-2024 20:16:09,Huawei S5701 @ STT-GIF(172.16.8.12),Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.07 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
6297,03-06-2024 20:16:03,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.03 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
4351,03-06-2024 20:15:45,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">464 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:15:43,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">579 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6259,03-06-2024 20:15:42,Huawei S6720 @NSE-PHASE-4 (172.16.4.2),Syslog Receiver,Syslog Receiver,Down,"<div class=""logmessage"">0.07 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings — 0.10 #/s (Errors) is above the error limit of &lt; 0.01 #/s in Errors<div class=""moreicon""></div></div>"
6297,03-06-2024 20:15:33,CISCO ME-3600X @ BKC-MSEI 172.16.3.31,Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.10 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>"
4351,03-06-2024 20:15:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Down,"<div class=""logmessage"">540 Mbit/s (Traffic Total) is above the error limit of 500 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
4286,03-06-2024 20:15:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Warning,"<div class=""logmessage"">405 Mbit/s (Traffic Total) is above the warning limit of 400 Mbit/s in Traffic Total<div class=""moreicon""></div></div>"
6941,03-06-2024 20:14:35,C9372PX @ YOTTA POP 172.16.10.3,SNMP Cisco System Health,System Health Other,Warning,"<div class=""logmessage"">-3,990 mdBm (Ethernet1/47 Lane 1 Transceiver Receive Power Sensor) is above the warning limit of -4,001 mdBm in Ethernet1/47 Lane 1 Transceiver Receive Power Sensor<div class=""moreicon""></div></div>"
6421,03-06-2024 20:14:25,Cisco 31108 @ KALWA PGCL(172.16.14.1)(14.14.14.1),Cisco IP SLA,Eth1/43 IP-SLA KALWA to YOTTA 45MB (172.10.1.1) to (172.10.1.2),Up,"<div class=""logmessage"">2 msec<div class=""moreicon""></div></div>"
4351,03-06-2024 20:14:15,Cisco 3548P @ MCX(172.16.1.92),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">389 Mbit/s<div class=""moreicon""></div></div>"
4286,03-06-2024 20:14:13,Cisco Nexus 3548P @ MCX(172.16.1.91),SNMP Traffic 64bit,port-channel20 Traffic,Up,"<div class=""logmessage"">390 Mbit/s<div class=""moreicon""></div></div>"
5577,03-06-2024 20:14:08,Cisco 9396PX @ LVSB(172.16.2.1)(2.2.2.2),Cisco IP SLA,Eth-1/45 IP-SLA LVSB to BSE EXCH (172.2.4.1) to (172.2.4.2),Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
7192,03-06-2024 20:14:06,Cisco 31108 @ Chennai-Egmore(172.16.13.1)(13.13.13.13),Cisco IP SLA,ip sla Eth1/46 CHENNAI_TO_NEXTRA_PRI,Up,"<div class=""logmessage"">1 msec<div class=""moreicon""></div></div>"
