ID,Date Time,Parent,Type,Object,Status,Message,Message(RAW)
16890,03-06-2024 20:45:24,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
16890,03-06-2024 20:44:24,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
16891,03-06-2024 20:41:23,,Notification Template,Email to all Members of  LKP_Group,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 15293 | Trigger Source ID: 15030 | Trigger ID: 1)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 15293 | Trigger Source ID: 15030 | Trigger ID: 1)"
15030,03-06-2024 20:41:20,,Probe,LKP-RP-100-201 (103.177.180.188) (Techno-STT),Notification Info,"<div class=""logmessage"">State Trigger sends Email (Sensor ID: 15293 | Trigger Source ID: 15030 | Trigger ID: 1)<div class=""moreicon""></div></div>",State Trigger sends Email (Sensor ID: 15293 | Trigger Source ID: 15030 | Trigger ID: 1)
15293,03-06-2024 20:41:20,LKP-UAT-151 (172.16.100.151),SNMP Memory,Physical Memory,Notification Info,"<div class=""logmessage"">State Trigger activated (Sensor ID: 15293 | Trigger Source ID: 15030 | Trigger ID: 1)<div class=""moreicon""></div></div>",State Trigger activated (Sensor ID: 15293 | Trigger Source ID: 15030 | Trigger ID: 1)
16890,03-06-2024 20:40:24,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
16890,03-06-2024 20:39:24,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
16890,03-06-2024 20:35:24,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,"<div class=""logmessage"">0 #/s<div class=""moreicon""></div></div>",0 #/s
14716,03-06-2024 20:34:38,,Notification Template,5Paisa,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)"
4961,03-06-2024 20:34:36,,Probe,5Paisa (103.156.123.148/149)  (NSE_COLO_Jigar),Notification Info,"<div class=""logmessage"">State Trigger sends Email (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger sends Email (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)
2379,03-06-2024 20:34:36,XTS-172.16.6.12 (Jigar),SNMP Traffic 64bit,Loopback Traffic (127.0.0.1),Notification Info,"<div class=""logmessage"">State Trigger activated (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger activated (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)
2379,03-06-2024 20:34:36,XTS-172.16.6.12 (Jigar),SNMP Traffic 64bit,Loopback Traffic (127.0.0.1),Up,"<div class=""logmessage"">0.16 Mbit/s<div class=""moreicon""></div></div>",0.16 Mbit/s
16890,03-06-2024 20:34:24,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,"<div class=""logmessage"">0.03 #/s (Warnings) is above the warning limit of &lt; 0.01 #/s in Warnings<div class=""moreicon""></div></div>",0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
14716,03-06-2024 20:34:23,,Notification Template,5Paisa,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 2380 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 2380 | Trigger Source ID: 4961 | Trigger ID: 2)"
4961,03-06-2024 20:34:21,,Probe,5Paisa (103.156.123.148/149)  (NSE_COLO_Jigar),Notification Info,"<div class=""logmessage"">State Trigger sends Email (Sensor ID: 2380 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger sends Email (Sensor ID: 2380 | Trigger Source ID: 4961 | Trigger ID: 2)
2380,03-06-2024 20:34:21,XTS-172.16.6.12 (Jigar),SNMP Traffic 64bit,LAN  Traffic (172.16.6.12),Notification Info,"<div class=""logmessage"">State Trigger activated (Sensor ID: 2380 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger activated (Sensor ID: 2380 | Trigger Source ID: 4961 | Trigger ID: 2)
2380,03-06-2024 20:34:21,XTS-172.16.6.12 (Jigar),SNMP Traffic 64bit,LAN  Traffic (172.16.6.12),Up,"<div class=""logmessage"">0.04 Mbit/s<div class=""moreicon""></div></div>",0.04 Mbit/s
14716,03-06-2024 20:34:19,,Notification Template,5Paisa,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 13695 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 13695 | Trigger Source ID: 4961 | Trigger ID: 2)"
4961,03-06-2024 20:34:17,,Probe,5Paisa (103.156.123.148/149)  (NSE_COLO_Jigar),Notification Info,"<div class=""logmessage"">State Trigger sends Email (Sensor ID: 13695 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger sends Email (Sensor ID: 13695 | Trigger Source ID: 4961 | Trigger ID: 2)
13695,03-06-2024 20:34:17,XTS-172.16.6.11 (Jigar),SNMP Traffic 32bit,LAN Traffic (172.16.6.11),Notification Info,"<div class=""logmessage"">State Trigger activated (Sensor ID: 13695 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger activated (Sensor ID: 13695 | Trigger Source ID: 4961 | Trigger ID: 2)
13695,03-06-2024 20:34:17,XTS-172.16.6.11 (Jigar),SNMP Traffic 32bit,LAN Traffic (172.16.6.11),Up,"<div class=""logmessage"">0 Mbit/s<div class=""moreicon""></div></div>",0 Mbit/s
14716,03-06-2024 20:34:14,,Notification Template,5Paisa,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 13696 | Trigger Source ID: 4961 | Trigger ID: 3)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 13696 | Trigger Source ID: 4961 | Trigger ID: 3)"
4961,03-06-2024 20:34:12,,Probe,5Paisa (103.156.123.148/149)  (NSE_COLO_Jigar),Notification Info,"<div class=""logmessage"">State Trigger sends Email (Sensor ID: 13696 | Trigger Source ID: 4961 | Trigger ID: 3)<div class=""moreicon""></div></div>",State Trigger sends Email (Sensor ID: 13696 | Trigger Source ID: 4961 | Trigger ID: 3)
13696,03-06-2024 20:34:12,XTS-172.16.6.11 (Jigar),SNMP Traffic 32bit,NSE Traffic (10.231.17.138),Notification Info,"<div class=""logmessage"">State Trigger activated (Sensor ID: 13696 | Trigger Source ID: 4961 | Trigger ID: 3)<div class=""moreicon""></div></div>",State Trigger activated (Sensor ID: 13696 | Trigger Source ID: 4961 | Trigger ID: 3)
13696,03-06-2024 20:34:12,XTS-172.16.6.11 (Jigar),SNMP Traffic 32bit,NSE Traffic (10.231.17.138),Up,"<div class=""logmessage"">&lt; 0.01 Mbit/s<div class=""moreicon""></div></div>",< 0.01 Mbit/s
14716,03-06-2024 20:34:04,,Notification Template,5Paisa,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 2380 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 2380 | Trigger Source ID: 4961 | Trigger ID: 2)"
14716,03-06-2024 20:34:04,,Notification Template,5Paisa,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 13695 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 13695 | Trigger Source ID: 4961 | Trigger ID: 2)"
14716,03-06-2024 20:34:04,,Notification Template,5Paisa,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 13696 | Trigger Source ID: 4961 | Trigger ID: 3)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 13696 | Trigger Source ID: 4961 | Trigger ID: 3)"
4961,03-06-2024 20:34:01,,Probe,5Paisa (103.156.123.148/149)  (NSE_COLO_Jigar),Notification Info,"<div class=""logmessage"">State Trigger sends Email (Sensor ID: 2380 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger sends Email (Sensor ID: 2380 | Trigger Source ID: 4961 | Trigger ID: 2)
2380,03-06-2024 20:34:01,XTS-172.16.6.12 (Jigar),SNMP Traffic 64bit,LAN  Traffic (172.16.6.12),Notification Info,"<div class=""logmessage"">State Trigger activated (Sensor ID: 2380 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger activated (Sensor ID: 2380 | Trigger Source ID: 4961 | Trigger ID: 2)
4961,03-06-2024 20:34:01,,Probe,5Paisa (103.156.123.148/149)  (NSE_COLO_Jigar),Notification Info,"<div class=""logmessage"">State Trigger sends Email (Sensor ID: 13695 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger sends Email (Sensor ID: 13695 | Trigger Source ID: 4961 | Trigger ID: 2)
13695,03-06-2024 20:34:01,XTS-172.16.6.11 (Jigar),SNMP Traffic 32bit,LAN Traffic (172.16.6.11),Notification Info,"<div class=""logmessage"">State Trigger activated (Sensor ID: 13695 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger activated (Sensor ID: 13695 | Trigger Source ID: 4961 | Trigger ID: 2)
4961,03-06-2024 20:34:01,,Probe,5Paisa (103.156.123.148/149)  (NSE_COLO_Jigar),Notification Info,"<div class=""logmessage"">State Trigger sends Email (Sensor ID: 13696 | Trigger Source ID: 4961 | Trigger ID: 3)<div class=""moreicon""></div></div>",State Trigger sends Email (Sensor ID: 13696 | Trigger Source ID: 4961 | Trigger ID: 3)
13696,03-06-2024 20:34:01,XTS-172.16.6.11 (Jigar),SNMP Traffic 32bit,NSE Traffic (10.231.17.138),Notification Info,"<div class=""logmessage"">State Trigger activated (Sensor ID: 13696 | Trigger Source ID: 4961 | Trigger ID: 3)<div class=""moreicon""></div></div>",State Trigger activated (Sensor ID: 13696 | Trigger Source ID: 4961 | Trigger ID: 3)
14716,03-06-2024 20:33:44,,Notification Template,5Paisa,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 3414 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 3414 | Trigger Source ID: 4961 | Trigger ID: 2)"
5017,03-06-2024 20:33:42,XTS-172.16.6.11 (Jigar),SNMP Memory,Memory: Physical Memory,Up,"<div class=""logmessage"">97 %<div class=""moreicon""></div></div>",97 %
4961,03-06-2024 20:33:41,,Probe,5Paisa (103.156.123.148/149)  (NSE_COLO_Jigar),Notification Info,"<div class=""logmessage"">State Trigger sends Email (Sensor ID: 3414 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger sends Email (Sensor ID: 3414 | Trigger Source ID: 4961 | Trigger ID: 2)
3414,03-06-2024 20:33:41,XTS-172.16.6.12 (Jigar),SNMP CPU Load,CPU Load,Notification Info,"<div class=""logmessage"">State Trigger activated (Sensor ID: 3414 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger activated (Sensor ID: 3414 | Trigger Source ID: 4961 | Trigger ID: 2)
3414,03-06-2024 20:33:41,XTS-172.16.6.12 (Jigar),SNMP CPU Load,CPU Load,Up,"<div class=""logmessage"">1 %<div class=""moreicon""></div></div>",1 %
14716,03-06-2024 20:33:39,,Notification Template,5Paisa,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)"
5002,03-06-2024 20:33:37,XTS-172.16.6.11 (Jigar),SNMP System Uptime,Uptime,Up,"<div class=""logmessage"">80 s <div class=""moreicon""></div></div>",80 s
4961,03-06-2024 20:33:36,,Probe,5Paisa (103.156.123.148/149)  (NSE_COLO_Jigar),Notification Info,"<div class=""logmessage"">State Trigger sends Email (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger sends Email (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)
2379,03-06-2024 20:33:36,XTS-172.16.6.12 (Jigar),SNMP Traffic 64bit,Loopback Traffic (127.0.0.1),Notification Info,"<div class=""logmessage"">State Trigger activated (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger activated (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)
14915,03-06-2024 20:33:34,Master-54-11 (10.3.54.11),SNMP Disk Free,Disk Free: (D Drive),Up,"<div class=""logmessage"">31 %<div class=""moreicon""></div></div>",31 %
14716,03-06-2024 20:33:33,,Notification Template,5Paisa,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 3415 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 3415 | Trigger Source ID: 4961 | Trigger ID: 2)"
5015,03-06-2024 20:33:32,XTS-172.16.6.11 (Jigar),SNMP CPU Load,CPU Load,Up,"<div class=""logmessage"">3 %<div class=""moreicon""></div></div>",3 %
4961,03-06-2024 20:33:31,,Probe,5Paisa (103.156.123.148/149)  (NSE_COLO_Jigar),Notification Info,"<div class=""logmessage"">State Trigger sends Email (Sensor ID: 3415 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger sends Email (Sensor ID: 3415 | Trigger Source ID: 4961 | Trigger ID: 2)
3415,03-06-2024 20:33:31,XTS-172.16.6.12 (Jigar),SNMP Linux Meminfo,Meminfo ( stats ),Notification Info,"<div class=""logmessage"">State Trigger activated (Sensor ID: 3415 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger activated (Sensor ID: 3415 | Trigger Source ID: 4961 | Trigger ID: 2)
3415,03-06-2024 20:33:31,XTS-172.16.6.12 (Jigar),SNMP Linux Meminfo,Meminfo ( stats ),Up,"<div class=""logmessage"">65 %<div class=""moreicon""></div></div>",65 %
13693,03-06-2024 20:33:27,XTS-172.16.6.11 (Jigar),SNMP Disk Free,Disk Free: C:\ Label:  Serial Number fe4e4aac,Up,"<div class=""logmessage"">82 %<div class=""moreicon""></div></div>",82 %
2378,03-06-2024 20:33:26,XTS-172.16.6.12 (Jigar),SNMP System Uptime,Uptime,Up,"<div class=""logmessage"">14 h 28 m <div class=""moreicon""></div></div>",14 h 28 m
16891,03-06-2024 20:33:18,,Notification Template,Email to all Members of  LKP_Group,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 15394 | Trigger Source ID: 15030 | Trigger ID: 2)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 15394 | Trigger Source ID: 15030 | Trigger ID: 2)"
13694,03-06-2024 20:33:07,XTS-172.16.6.11 (Jigar),SNMP Disk Free,Disk Free: D:\ Label:New Volume  Serial Number d8cb44a9,Up,"<div class=""logmessage"">44 %<div class=""moreicon""></div></div>",44 %
14716,03-06-2024 20:33:04,,Notification Template,5Paisa,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 3415 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 3415 | Trigger Source ID: 4961 | Trigger ID: 2)"
14716,03-06-2024 20:33:04,,Notification Template,5Paisa,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)"
4961,03-06-2024 20:33:01,,Probe,5Paisa (103.156.123.148/149)  (NSE_COLO_Jigar),Notification Info,"<div class=""logmessage"">State Trigger sends Email (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger sends Email (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)
2379,03-06-2024 20:33:01,XTS-172.16.6.12 (Jigar),SNMP Traffic 64bit,Loopback Traffic (127.0.0.1),Notification Info,"<div class=""logmessage"">State Trigger activated (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger activated (Sensor ID: 2379 | Trigger Source ID: 4961 | Trigger ID: 2)
4961,03-06-2024 20:33:01,,Probe,5Paisa (103.156.123.148/149)  (NSE_COLO_Jigar),Notification Info,"<div class=""logmessage"">State Trigger sends Email (Sensor ID: 3415 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger sends Email (Sensor ID: 3415 | Trigger Source ID: 4961 | Trigger ID: 2)
3415,03-06-2024 20:33:01,XTS-172.16.6.12 (Jigar),SNMP Linux Meminfo,Meminfo ( stats ),Notification Info,"<div class=""logmessage"">State Trigger activated (Sensor ID: 3415 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger activated (Sensor ID: 3415 | Trigger Source ID: 4961 | Trigger ID: 2)
14716,03-06-2024 20:32:59,,Notification Template,5Paisa,Notification Info,"<div class=""logmessage"">Error sending &quot;Email&quot;: Authentication to SMTP relay server &quot;smtp.gmail.com&quot; unsuccessful (Sensor ID: 3414 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>","Error sending ""Email"": Authentication to SMTP relay server ""smtp.gmail.com"" unsuccessful (Sensor ID: 3414 | Trigger Source ID: 4961 | Trigger ID: 2)"
5017,03-06-2024 20:32:57,XTS-172.16.6.11 (Jigar),SNMP Memory,Memory: Physical Memory,Down,"<div class=""logmessage"">No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)<div class=""moreicon""></div></div>","No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)"
4961,03-06-2024 20:32:56,,Probe,5Paisa (103.156.123.148/149)  (NSE_COLO_Jigar),Notification Info,"<div class=""logmessage"">State Trigger sends Email (Sensor ID: 3414 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger sends Email (Sensor ID: 3414 | Trigger Source ID: 4961 | Trigger ID: 2)
3414,03-06-2024 20:32:56,XTS-172.16.6.12 (Jigar),SNMP CPU Load,CPU Load,Notification Info,"<div class=""logmessage"">State Trigger activated (Sensor ID: 3414 | Trigger Source ID: 4961 | Trigger ID: 2)<div class=""moreicon""></div></div>",State Trigger activated (Sensor ID: 3414 | Trigger Source ID: 4961 | Trigger ID: 2)
2382,03-06-2024 20:32:56,XTS-172.16.6.12 (Jigar),SNMP Disk Free,Disk Free: (stats ),Up,"<div class=""logmessage"">96 %<div class=""moreicon""></div></div>",96 %
5002,03-06-2024 20:32:52,XTS-172.16.6.11 (Jigar),SNMP System Uptime,Uptime,Down,"<div class=""logmessage"">No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)<div class=""moreicon""></div></div>","No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)"
17292,03-06-2024 20:32:47,MT-TP-101.226,SNMP Traffic 64bit,BULLFORCE_SECONDARY_VLAN325_vrrp35_103.177.180.200/29,Up,"<div class=""logmessage"">0.11 Mbit/s<div class=""moreicon""></div></div>",0.11 Mbit/s
5015,03-06-2024 20:32:47,XTS-172.16.6.11 (Jigar),SNMP CPU Load,CPU Load,Down,"<div class=""logmessage"">No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)<div class=""moreicon""></div></div>","No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)"
13693,03-06-2024 20:32:42,XTS-172.16.6.11 (Jigar),SNMP Disk Free,Disk Free: C:\ Label:  Serial Number fe4e4aac,Down,"<div class=""logmessage"">No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)<div class=""moreicon""></div></div>","No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)"
2378,03-06-2024 20:32:41,XTS-172.16.6.12 (Jigar),SNMP System Uptime,Uptime,Down,"<div class=""logmessage"">No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)<div class=""moreicon""></div></div>","No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)"
13694,03-06-2024 20:32:37,XTS-172.16.6.11 (Jigar),SNMP Disk Free,Disk Free: D:\ Label:New Volume  Serial Number d8cb44a9,Warning,"<div class=""logmessage"">No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)<div class=""moreicon""></div></div>","No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)"
17292,03-06-2024 20:32:37,MT-TP-101.226,SNMP Traffic 64bit,BULLFORCE_SECONDARY_VLAN325_vrrp35_103.177.180.200/29,Warning,"<div class=""logmessage"">7.25 Mbit/s (Traffic Total) is above the warning limit of 7 Mbit/s in Traffic Total<div class=""moreicon""></div></div>",7.25 Mbit/s (Traffic Total) is above the warning limit of 7 Mbit/s in Traffic Total
2380,03-06-2024 20:32:36,XTS-172.16.6.12 (Jigar),SNMP Traffic 64bit,LAN  Traffic (172.16.6.12),Down,"<div class=""logmessage"">No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)<div class=""moreicon""></div></div>","No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)"
13695,03-06-2024 20:32:32,XTS-172.16.6.11 (Jigar),SNMP Traffic 32bit,LAN Traffic (172.16.6.11),Down,"<div class=""logmessage"">No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)<div class=""moreicon""></div></div>","No response (check: firewalls, routing, SNMP settings, IP addresses, SNMP version, community, passwords, etc) (SNMP error # -2003)"
