datetime,parent,type,name,status,message_raw
08-05-2024 15:07:44,Probe Device,HTTP Advanced,HTTP Advanced,Up,9 msec
08-05-2024 15:07:43,Probe Device,HTTP Advanced,HTTP Advanced,Warning,HTTP/1.1 404 Not Found
08-05-2024 15:07:40,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,193 Mbit/s
08-05-2024 15:07:37,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,234 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:07:31,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,308 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:07:24,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Up,6.26 Mbit/s
08-05-2024 15:07:21,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.10 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 15:07:20,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,135 Mbit/s
08-05-2024 15:07:18,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,242 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:07:14,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Warning,18 Mbit/s (Traffic Total) is above the warning limit of 16 Mbit/s in Traffic Total
08-05-2024 15:07:10,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,210 Mbit/s
08-05-2024 15:07:05,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,230 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:07:04,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Up,14 Mbit/s
08-05-2024 15:07:02,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,295 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:06:55,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Down,20 Mbit/s (Traffic Total) is above the error limit of 18 Mbit/s in Traffic Total
08-05-2024 15:06:50,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,124 Mbit/s
08-05-2024 15:06:48,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,232 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:06:38,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,212 Mbit/s
08-05-2024 15:06:36,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,233 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:06:33,FW_103.177.180.228 (TP Site),FortiGate System Statistics (NEW),FortiGate System Statistics,Warning,83 % (Memory Usage) is above the warning limit of 82 % in Memory Usage
08-05-2024 15:06:32,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,314 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:06:21,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 15:06:20,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,137 Mbit/s
08-05-2024 15:06:18,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,259 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:06:14,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Up,5.73 Mbit/s
08-05-2024 15:06:14,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,192 Mbit/s
08-05-2024 15:06:10,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,222 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:06:07,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,215 Mbit/s
08-05-2024 15:06:05,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,225 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:06:02,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,316 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:06:02,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 15:06:02,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 15:05:55,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Down,24 Mbit/s (Traffic Total) is above the error limit of 18 Mbit/s in Traffic Total
08-05-2024 15:05:50,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,120 Mbit/s
08-05-2024 15:05:48,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,251 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:05:43,Probe Device,HTTP Advanced,HTTP Advanced,Up,9 msec
08-05-2024 15:05:42,Probe Device,HTTP Advanced,HTTP Advanced,Warning,HTTP/1.1 404 Not Found
08-05-2024 15:05:38,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,201 Mbit/s
08-05-2024 15:05:34,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Up,9.20 Mbit/s
08-05-2024 15:05:32,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,321 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:05:28,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,188 Mbit/s
08-05-2024 15:05:26,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,228 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:05:25,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Warning,17 Mbit/s (Traffic Total) is above the warning limit of 16 Mbit/s in Traffic Total
08-05-2024 15:05:20,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,127 Mbit/s
08-05-2024 15:05:18,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,261 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:05:14,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Down,18 Mbit/s (Traffic Total) is above the error limit of 18 Mbit/s in Traffic Total
08-05-2024 15:05:10,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,208 Mbit/s
08-05-2024 15:05:06,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,221 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:05:02,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,284 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:04:54,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Warning,16 Mbit/s (Traffic Total) is above the warning limit of 16 Mbit/s in Traffic Total
08-05-2024 15:04:50,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,135 Mbit/s
08-05-2024 15:04:48,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,239 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:04:37,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,190 Mbit/s
08-05-2024 15:04:33,Probe Device,HTTP Advanced,HTTP Advanced,Up,16 msec
08-05-2024 15:04:32,Probe Device,HTTP Advanced,HTTP Advanced,Warning,HTTP/1.1 404 Not Found
08-05-2024 15:04:32,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,314 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:04:20,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,109 Mbit/s
08-05-2024 15:04:18,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,233 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:04:14,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Up,12 Mbit/s
08-05-2024 15:04:12,Probe Device,HTTP Advanced,HTTP Advanced,Up,9 msec
08-05-2024 15:04:11,Probe Device,HTTP Advanced,HTTP Advanced,Warning,HTTP/1.1 404 Not Found
08-05-2024 15:04:08,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,212 Mbit/s
08-05-2024 15:04:06,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,223 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:04:04,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Down,18 Mbit/s (Traffic Total) is above the error limit of 18 Mbit/s in Traffic Total
08-05-2024 15:04:02,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,295 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:03:55,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Warning,16 Mbit/s (Traffic Total) is above the warning limit of 16 Mbit/s in Traffic Total
08-05-2024 15:03:52,Probe Device,HTTP Advanced,HTTP Advanced,Up,8 msec
08-05-2024 15:03:51,Probe Device,HTTP Advanced,HTTP Advanced,Warning,HTTP/1.1 404 Not Found
08-05-2024 15:03:50,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,109 Mbit/s
08-05-2024 15:03:48,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,(002) INTERNET Traffic_70MB,Up,53 Mbit/s
08-05-2024 15:03:48,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,227 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:03:40,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,203 Mbit/s
08-05-2024 15:03:37,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,227 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:03:34,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Up,7.74 Mbit/s
08-05-2024 15:03:32,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,301 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:03:30,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,222 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:03:24,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,214 Mbit/s
08-05-2024 15:03:21,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,220 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:03:19,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,132 Mbit/s
08-05-2024 15:03:18,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,252 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:03:15,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Warning,17 Mbit/s (Traffic Total) is above the warning limit of 16 Mbit/s in Traffic Total
08-05-2024 15:03:08,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,204 Mbit/s
08-05-2024 15:03:05,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,234 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:03:04,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Up,13 Mbit/s
08-05-2024 15:03:01,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,308 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:02:58,IIFL-12-14 (10.20.12.14),Ping,Ping-10.20.12.14,Up,0 msec
08-05-2024 15:02:57,IIFL-12-14 (10.20.12.14),Ping,Ping-10.20.12.14,Down,5 msec (Ping Time) is above the error limit of 4 msec in Ping Time
08-05-2024 15:02:56,Probe Device,HTTP Advanced,HTTP Advanced,Up,10 msec
08-05-2024 15:02:55,Probe Device,HTTP Advanced,HTTP Advanced,Warning,HTTP/1.1 404 Not Found
08-05-2024 15:02:55,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Down,18 Mbit/s (Traffic Total) is above the error limit of 18 Mbit/s in Traffic Total
08-05-2024 15:02:50,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,110 Mbit/s
08-05-2024 15:02:48,Probe Device,HTTP Advanced,HTTP Advanced,Up,9 msec
08-05-2024 15:02:48,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,246 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:02:47,Probe Device,HTTP Advanced,HTTP Advanced,Warning,HTTP/1.1 404 Not Found
08-05-2024 15:02:44,Probe Device,HTTP Advanced,HTTP Advanced,Up,8 msec
08-05-2024 15:02:44,Probe Device,HTTP Advanced,HTTP Advanced,Warning,OK
08-05-2024 15:02:44,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,193 Mbit/s
08-05-2024 15:02:44,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Warning,229 Mbit/s (Traffic Total) is above the warning limit of 220 Mbit/s in Traffic Total
08-05-2024 15:02:44,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Down,310 Mbit/s (Traffic Total) is above the error limit of 240 Mbit/s in Traffic Total
08-05-2024 15:02:44,MKT_JP_172.60.60.213,SNMP Traffic 64bit,FARSIGHT_FGT_103.156.123.136/29_ vlan432_vrrp32_ Traffic,Up,< 0.01 Mbit/s
08-05-2024 15:02:44,MKT_JP_172.60.60.214,SNMP Traffic 64bit,FARSIGHT_FGT_103.156.123.136/29_ vlan432_vrrp32_ Traffic,Up,< 0.01 Mbit/s
08-05-2024 15:02:44,IIFL-12-16 (10.20.12.16),SNMP CPU Load,CPU Load,Up,1 %
08-05-2024 15:02:44,MT-TP-101.225,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,181 Mbit/s
08-05-2024 15:02:44,MT-TP-101.226,SNMP Traffic 64bit,(060) LKP-1_VLAN-343 Traffic,Up,9.30 Mbit/s
08-05-2024 15:02:44,IIFL-12-16 (10.20.12.16),SNMP System Uptime,Uptime,Up,8 h 53 m 
08-05-2024 15:02:44,Probe Device,Probe Health,Probe Health,Up,100 %
08-05-2024 15:02:44,IIFL-12-16 (10.20.12.16),SNMP Linux Meminfo,Memory info,Up,77 %
08-05-2024 15:02:44,NAVIA_FW,SNMP Custom,PRI_FGT_DISK_CAPACITY,Up,0 #
08-05-2024 15:02:44,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Up,9.99 Mbit/s
08-05-2024 15:02:44,NAVIA_FW,SNMP Custom,PRI_FGT_CPU,Up,24 #
08-05-2024 15:02:44,NAVIA_FW,SNMP Custom,PRI_FGT_SESSIONS,Up,"7,682 #"
08-05-2024 15:02:44,NAVIA_FW,SNMP Custom,PRI_FGT_MEMORY,Up,56 #
08-05-2024 15:02:44,IIFL-12-16 (10.20.12.16),SNMP Disk Free,Disk Free: /(Root),Up,93 %
08-05-2024 15:02:44,FW_IIFL-LAN-2 (STT-TP),SNMP System Uptime,Uptime,Up,53 d 
08-05-2024 15:02:44,Probe Device,System Health,System Health,Up,100 %
08-05-2024 15:02:43,MT-TP-101.226,SNMP Traffic 64bit,IIFL-1_PRIMARY_(VLAN_333)_vrrp33_103.181.209.0_Traffic,Up,270 Mbit/s
08-05-2024 15:02:43,Probe Device,HTTP Advanced,HTTP Advanced,Up,17 msec
08-05-2024 15:02:43,IIFL-12-14 (10.20.12.14),Ping,Ping-10.20.12.14,Up,0 msec
08-05-2024 15:02:43,IIFL-12-22 (10.20.12.22),Ping,Ping-10.20.12.22,Up,0 msec
08-05-2024 15:02:43,IIFL-12-16 (10.20.12.16),Ping,Ping,Up,0 msec
08-05-2024 15:02:43,IIFL-12-12 (10.20.12.12),Ping,Ping-10.20.12.12,Up,0 msec
08-05-2024 15:02:43,IIFL-12-20 (10.20.12.20),Ping,Ping-10.20.12.20,Up,0 msec
08-05-2024 15:02:43,IIFL-12-19 (10.20.12.19),Ping,Ping-10.20.12.19,Up,0 msec
08-05-2024 15:02:43,IIFL-12-15 (10.20.12.15),Ping,Ping-10.20.12.15,Up,0 msec
08-05-2024 15:02:43,IIFL-12-11 (10.20.12.11),Ping,Ping-10.20.12.11,Up,0 msec
08-05-2024 15:02:43,IIFL-12-17 (10.20.12.17),Ping,Ping-10.20.12.17,Up,0 msec
08-05-2024 15:02:43,IIFL-12-13 (10.20.12.13),Ping,Ping-10.20.12.13,Up,0 msec
08-05-2024 15:02:43,IIFL-11-18 (10.20.11.18),Ping,Ping-10.20.11.18,Up,0 msec
08-05-2024 15:02:43,Probe Device,HTTP Advanced,HTTP Advanced,Warning,OK
08-05-2024 15:02:43,IIFL-11-12 (10.20.11.12),Ping,Ping-10.20.11.12,Up,0 msec
08-05-2024 15:02:43,IIFL-11-22 (10.20.11.22),Ping,Ping-10.20.11.22,Up,0 msec
08-05-2024 15:02:43,IIFL-11-11 (10.20.11.11),Ping,Ping-10.20.11.11,Up,0 msec
08-05-2024 15:02:43,IIFL-11-20 ( 10.20.11.20),Ping,Ping-10.20.11.20,Up,0 msec
08-05-2024 15:02:43,IIFL-11-13 (10.20.11.13),Ping,Ping-10.20.11.13,Up,0 msec
08-05-2024 15:02:43,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,P2P_TCL_KOLKATTA Traffic(10 MB),Warning,16 Mbit/s (Traffic Total) is above the warning limit of 16 Mbit/s in Traffic Total
08-05-2024 15:02:43,IIFL-12-22 (10.20.12.22),SNMP Traffic 32bit,MCAST LAN Traffic (10.20.112.22),Up,0 Mbit/s
08-05-2024 15:02:43,MT-TP-101.226,SNMP Traffic 64bit,RAGHUNANDAN_VLAN414_VRRP114_TRAFFIC,Up,0.22 Mbit/s
08-05-2024 15:02:43,MT-TP-101.225,SNMP Traffic 64bit,MASTERTRUST_VLAN412_VRRP112_Traffic,Up,19 Mbit/s
08-05-2024 15:02:43,MT-TP-101.226,SNMP Traffic 64bit,5PAISA_SECONDARY_VLAN404 _vrrp104_Traffic,Up,7.14 Mbit/s
08-05-2024 15:02:43,MKT_GC_192.168.100.224,SNMP Traffic 64bit,DB VLAN-103 VRRP-4_TRAFFIC,Up,< 0.01 Mbit/s
08-05-2024 15:02:43,NAVIA_FW,SNMP Traffic 64bit,(001) NAVIA_WAN Traffic,Up,56 Mbit/s
08-05-2024 15:02:43,IIFL-12-16 (10.20.12.16),SNMP Traffic 64bit,LAN Traffic (10.20.12.16),Up,33 Mbit/s
08-05-2024 15:02:43,MT-TP-101.226,SNMP Traffic 64bit,SSCORP_RETAIL_VLAN349_VRRP49_ Traffic,Up,36 Mbit/s
08-05-2024 15:02:43,MKT_GC_192.168.100.223,SNMP Traffic 64bit,GC_5PAISA_VLAN101_VRRP_2_Traffic,Up,13 Mbit/s
08-05-2024 15:02:43,MT-TP-101.226,SNMP Traffic 64bit,IIFL-2_SECONDARY_(VLAN-310)_vrrp10_103.177.180.80_Traffic,Up,1.86 Mbit/s
08-05-2024 15:02:43,FW (103.177.180.100),SNMP Traffic 64bit,5PAISA_JIGAR_CAAS_WAN Traffic,Up,< 0.01 Mbit/s
08-05-2024 15:02:43,MT-TP-101.225,SNMP Traffic 64bit,FARSIGHT_VLAN408_VRRP108_TRAFFIC,Up,18 Mbit/s
08-05-2024 15:02:43,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,CDC_LAN Traffic,Up,103 Mbit/s
08-05-2024 15:02:43,IIFL-12-11 (10.20.12.11),SNMP Traffic 32bit,MCAST LAN Traffic (10.20.112.11),Up,33 Mbit/s
08-05-2024 15:02:43,IIFL-12-16 (10.20.12.16),SNMP Traffic 64bit,Loopback Traffic,Up,0 Mbit/s
08-05-2024 15:02:43,MT-TP-101.225,SNMP Traffic 64bit,LSC_SEC VLAN-341 VRRP-41,Up,7.82 Mbit/s
08-05-2024 15:02:43,FIREWALL (172.31.100.254),SNMP Traffic 64bit,LKP_LAN Traffic,Up,3.30 Mbit/s
08-05-2024 15:02:43,MT-TP-101.226,SNMP Traffic 64bit,MASTERTRUST_VLAN412_VRRP112_Traffic,Up,0.82 Mbit/s
08-05-2024 15:02:43,FW - (10.4.55.254),SNMP Traffic 64bit,WEBULL_WAN Traffic,Up,0.23 Mbit/s
08-05-2024 15:02:43,FW-103.69.171.84 (CDC-SITE),SNMP Traffic 64bit,(051) GRD_LAN Traffic,Up,2.41 Mbit/s
08-05-2024 15:02:43,NAVIA_FW,SNMP Traffic 64bit,(007) NAVIA_LAN Traffic,Up,64 Mbit/s
08-05-2024 15:02:43,MT-TP-101.226,SNMP Traffic 64bit,FARSIGHT_VLAN408_VRRP108_TRAFFIC,Up,0.39 Mbit/s
08-05-2024 15:02:43,MT-TP-101.225,SNMP Traffic 64bit,M-PRASAD_ SECONDARY_103.177.180.32/29_VLAN305_VRRP05_ Traffic,Up,0.39 Mbit/s
08-05-2024 15:02:43,FW_5PAISA_DR,SNMP Traffic 64bit,5PAISA_WAN Traffic,Up,13 Mbit/s
08-05-2024 15:02:43,BGSE_FW_103.156.123.156,SNMP Traffic 64bit,BgSE WAN Traffic,Up,33 Mbit/s
08-05-2024 15:02:43,ASHLAR_FW,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 15:02:43,IIFL-12-20 (10.20.12.20),SNMP Traffic 32bit,MCAST LAN Traffic (10.20.112.20),Up,0 Mbit/s
08-05-2024 15:02:43,MT-TP-101.226,SNMP Traffic 64bit,LSC_SEC VLAN-341 VRRP-41,Up,0.38 Mbit/s
08-05-2024 15:02:43,ASHLAR_FW,SNMP Traffic 64bit,ASHLAR_WAN Traffic,Up,60 Mbit/s
08-05-2024 15:02:43,MKT_GC_192.168.100.224,SNMP Traffic 64bit,GC_5PAISA_VLAN101_VRRP_2_Traffic,Up,0.41 Mbit/s
08-05-2024 15:02:43,NAVIA_FW,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 15:02:43,IIFL-12-12 (10.20.12.12),SNMP Traffic 32bit,MCAST LAN Traffic (10.20.112.12),Up,32 Mbit/s
08-05-2024 15:02:43,Firewall,SNMP Traffic 64bit,(001) TORUS_WAN Traffic,Up,24 Mbit/s
08-05-2024 15:02:43,MT-TP-101.225,SNMP Traffic 64bit,IIFL-1_SECONDARY_(VLAN-333)_vrrp33_103.181.209.0_Traffic,Up,15 Mbit/s
08-05-2024 15:02:43,FW_5PAISA_DR,SNMP Traffic 64bit,(006) ha2 Traffic,Up,0.04 Mbit/s
08-05-2024 15:02:43,ASHLAR_FW,SNMP Traffic 64bit,a Traffic,Up,0.50 Mbit/s
08-05-2024 15:02:43,MT-TP-101.226,SNMP Traffic 64bit,M-PRASAD_ PRIMARY_103.177.180.32/29_VLAN305_VRRP05_ Traffic,Up,5.60 Mbit/s
08-05-2024 15:02:43,FW_5PAISA_DR,SNMP Traffic 64bit,(005) ha1 Traffic,Up,0.15 Mbit/s
08-05-2024 15:02:43,FIREWALL (172.31.100.254),SNMP Traffic 64bit,LKP_WAN Traffic,Up,2.86 Mbit/s
08-05-2024 15:02:43,ASHLAR_FW,SNMP Traffic 64bit,ASHLAR_LAN Traffic,Up,58 Mbit/s
08-05-2024 15:02:43,IIFL-12-17 (10.20.12.17),SNMP Traffic 32bit,MCAST LAN Traffic (10.20.112.17),Up,48 Mbit/s
08-05-2024 15:02:43,MT-TP-101.225,SNMP Traffic 64bit,RAGHUNANDAN_VLAN414_VRRP114_traffic,Up,1.92 Mbit/s
08-05-2024 15:02:43,FW_5PAISA_DR,SNMP Traffic 64bit,5PAISA_LAN-1 Traffic,Up,13 Mbit/s
08-05-2024 15:02:43,MKT_GC_192.168.100.223,SNMP Traffic 64bit,DB VLAN-103 VRRP-4_TRAFFIC,Up,14 Mbit/s
08-05-2024 15:02:43,MT-TP-101.225,SNMP Traffic 64bit,5PAISA-1_PRIMARY_ VLAN404_vrrp104_103.217.66.24_Traffic,Up,40 Mbit/s
08-05-2024 15:02:43,FW_103.177.180.228 (TP Site),SNMP Traffic 64bit,CDC_TRADING_LAN Traffic,Up,2.33 Mbit/s
08-05-2024 15:02:43,BGSE_FW_103.156.123.156,SNMP Traffic 64bit,BgSE_LAN Traffic,Up,32 Mbit/s
08-05-2024 15:02:43,MT-TP-101.226,SNMP Traffic 64bit,5PAISAMERU_PRIMARY_ VLAN350_vrrp50_Traffic,Up,5.39 Mbit/s
08-05-2024 15:02:43,FW (103.177.180.100),SNMP Traffic 64bit,5PAISA_CAAS_JIGAR_LAN Traffic,Up,< 0.01 Mbit/s
