datetime,parent,type,name,status,message_raw
08-05-2024 20:10:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 20:08:04,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 20:06:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 20:06:01,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 20:06:01,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 20:05:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 20:04:55,Probe Device,Probe Health,Probe Health,Up,100 %
08-05-2024 20:04:45,Probe Device,Probe Health,Probe Health,Warning,56 % Delay (Interval Delay non-WMI&SNMP) is above the warning limit of 50 % Delay in Interval Delay non-WMI&SNMP. Sensors of this probe cannot be scanned in their specified intervals. Try longer intervals or distribute load over probes.
08-05-2024 20:02:30,None,Notification Template,Email to all Members of LKP_Group,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 16826 | Trigger Source ID: 15830 | Trigger ID: 2)"
08-05-2024 20:01:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 20:00:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 19:59:27,None,Probe,LKP-RP-GC-201 (103.69.168.28) (GIFT-STT),Notification Info,Threshold Trigger sends Email (Sensor ID: 16826 | Trigger Source ID: 15830 | Trigger ID: 2)
08-05-2024 19:59:27,LKP-DbBackup-224 (172.31.100.224),SNMP Memory,Virtual Memory,Notification Info,Threshold Trigger activated (Sensor ID: 16826 | Trigger Source ID: 15830 | Trigger ID: 2)
08-05-2024 19:57:17,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 19:56:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 19:55:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 19:55:15,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 19:55:15,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 19:51:30,None,Notification Template,Email to all Members of LKP_Group,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 16826 | Trigger Source ID: 15830 | Trigger ID: 2)"
08-05-2024 19:51:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 19:50:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 19:48:27,None,Probe,LKP-RP-GC-201 (103.69.168.28) (GIFT-STT),Notification Info,Threshold Trigger sends Email (Sensor ID: 16826 | Trigger Source ID: 15830 | Trigger ID: 2)
08-05-2024 19:48:27,LKP-DbBackup-224 (172.31.100.224),SNMP Memory,Virtual Memory,Notification Info,Threshold Trigger activated (Sensor ID: 16826 | Trigger Source ID: 15830 | Trigger ID: 2)
08-05-2024 19:47:04,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 19:46:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 19:45:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 19:45:01,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 19:45:01,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 19:41:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 19:40:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 19:36:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 19:36:17,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 19:35:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 19:34:30,None,Notification Template,Email to all Members of LKP_Group,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 16826 | Trigger Source ID: 15830 | Trigger ID: 2)"
08-05-2024 19:34:15,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 19:34:15,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 19:31:27,None,Probe,LKP-RP-GC-201 (103.69.168.28) (GIFT-STT),Notification Info,Threshold Trigger sends Email (Sensor ID: 16826 | Trigger Source ID: 15830 | Trigger ID: 2)
08-05-2024 19:31:27,LKP-DbBackup-224 (172.31.100.224),SNMP Memory,Virtual Memory,Notification Info,Threshold Trigger activated (Sensor ID: 16826 | Trigger Source ID: 15830 | Trigger ID: 2)
08-05-2024 19:31:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 19:30:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 19:26:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 19:26:04,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 19:25:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 19:24:07,None,Notification Template,Email to all Members of LKP_Group,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 15293 | Trigger Source ID: 15030 | Trigger ID: 1)"
08-05-2024 19:24:02,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 19:24:02,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 19:23:19,Probe Device,System Health,System Health,Up,100 %
08-05-2024 19:23:09,Probe Device,System Health,System Health,Warning,"53 % (System CPU Load) is above the warning limit of 50 % in System CPU Load. When CPU load on the probe system is over 50%, measurements might be incorrect"
08-05-2024 19:22:04,None,Probe,LKP-RP-100-201 (103.177.180.188) (Techno-STT),Notification Info,State Trigger sends Email (Sensor ID: 15293 | Trigger Source ID: 15030 | Trigger ID: 1)
08-05-2024 19:22:04,LKP-UAT-151 (172.16.100.151),SNMP Memory,Physical Memory,Notification Info,State Trigger activated (Sensor ID: 15293 | Trigger Source ID: 15030 | Trigger ID: 1)
08-05-2024 19:21:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 19:20:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 19:16:43,MT-TP-101.226,SNMP Traffic 64bit,BULLFORCE_SECONDARY_VLAN325_vrrp35_103.177.180.200/29,Up,0.50 Mbit/s
08-05-2024 19:16:33,MT-TP-101.226,SNMP Traffic 64bit,BULLFORCE_SECONDARY_VLAN325_vrrp35_103.177.180.200/29,Warning,7.08 Mbit/s (Traffic Total) is above the warning limit of 7 Mbit/s in Traffic Total
08-05-2024 19:16:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 19:15:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 19:15:17,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 19:13:15,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 19:13:15,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 19:12:38,None,Notification Template,Email to all Members of LKP_Group,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 15294 | Trigger Source ID: 15030 | Trigger ID: 1)"
08-05-2024 19:11:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 19:10:34,None,Probe,LKP-RP-100-201 (103.177.180.188) (Techno-STT),Notification Info,State Trigger sends Email (Sensor ID: 15294 | Trigger Source ID: 15030 | Trigger ID: 1)
08-05-2024 19:10:34,LKP-UAT-151 (172.16.100.151),SNMP Memory,Virtual Memory,Notification Info,State Trigger activated (Sensor ID: 15294 | Trigger Source ID: 15030 | Trigger ID: 1)
08-05-2024 19:10:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 19:09:33,None,Notification Template,Email to all Members of LKP_Group,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 16851 | Trigger Source ID: 15030 | Trigger ID: 1)"
08-05-2024 19:07:30,None,Probe,LKP-RP-100-201 (103.177.180.188) (Techno-STT),Notification Info,State Trigger sends Email (Sensor ID: 16851 | Trigger Source ID: 15030 | Trigger ID: 1)
08-05-2024 19:07:30,LKP-DBBackup-224 (172.17.100.224),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 16851 | Trigger Source ID: 15030 | Trigger ID: 1)
08-05-2024 19:06:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 19:05:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 19:05:17,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 19:03:15,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 19:03:15,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 19:01:48,IIFL-12-20 (10.20.12.20),Ping,Ping-10.20.12.20,Up,0 msec
08-05-2024 19:01:47,IIFL-12-20 (10.20.12.20),Ping,Ping-10.20.12.20,Down,39 msec (Ping Time) is above the error limit of 4 msec in Ping Time
08-05-2024 19:01:36,IIFL-12-14 (10.20.12.14),Ping,Ping-10.20.12.14,Up,0 msec
08-05-2024 19:01:35,IIFL-12-14 (10.20.12.14),Ping,Ping-10.20.12.14,Down,83 msec (Ping Time) is above the error limit of 4 msec in Ping Time
08-05-2024 19:01:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 19:00:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 18:58:58,IIFL-12-11 (10.20.12.11),Ping,Ping-10.20.12.11,Up,0 msec
08-05-2024 18:58:57,IIFL-12-11 (10.20.12.11),Ping,Ping-10.20.12.11,Down,9 msec (Ping Time) is above the error limit of 4 msec in Ping Time
08-05-2024 18:56:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 18:55:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 18:55:04,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 18:53:01,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 18:53:01,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 18:51:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 18:50:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 18:46:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 18:45:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 18:45:04,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 18:43:01,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 18:43:01,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 18:41:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 18:40:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 18:36:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 18:35:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 18:34:18,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 18:32:15,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 18:32:15,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 18:31:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 18:30:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 18:26:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 18:25:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 18:24:49,None,Notification Template,Email to all Members of LKP_Group,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 15961 | Trigger Source ID: 15830 | Trigger ID: 2)"
08-05-2024 18:24:04,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 18:22:01,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 18:22:01,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 18:21:33,None,Probe,LKP-RP-GC-201 (103.69.168.28) (GIFT-STT),Notification Info,Threshold Trigger sends Email (Sensor ID: 15961 | Trigger Source ID: 15830 | Trigger ID: 2)
08-05-2024 18:21:33,IOBManager-56 (172.31.100.56),SNMP Memory,Physical Memory,Notification Info,Threshold Trigger activated (Sensor ID: 15961 | Trigger Source ID: 15830 | Trigger ID: 2)
08-05-2024 18:21:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 18:20:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 18:16:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 18:15:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 18:14:04,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 18:12:01,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 18:12:01,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 18:11:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 18:10:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 18:06:35,IIFL-11-20 ( 10.20.11.20),Ping,Ping-10.20.11.20,Up,0 msec
08-05-2024 18:06:35,IIFL-11-13 (10.20.11.13),Ping,Ping-10.20.11.13,Up,0 msec
08-05-2024 18:06:35,IIFL-11-22 (10.20.11.22),Ping,Ping-10.20.11.22,Up,0 msec
08-05-2024 18:06:35,IIFL-11-12 (10.20.11.12),Ping,Ping-10.20.11.12,Up,0 msec
08-05-2024 18:06:35,IIFL-11-11 (10.20.11.11),Ping,Ping-10.20.11.11,Up,0 msec
08-05-2024 18:06:35,IIFL-11-18 (10.20.11.18),Ping,Ping-10.20.11.18,Up,0 msec
08-05-2024 18:06:34,IIFL-11-12 (10.20.11.12),Ping,Ping-10.20.11.12,Down,6 msec (Ping Time) is above the error limit of 4 msec in Ping Time
08-05-2024 18:06:34,IIFL-11-18 (10.20.11.18),Ping,Ping-10.20.11.18,Down,6 msec (Ping Time) is above the error limit of 4 msec in Ping Time
08-05-2024 18:06:34,IIFL-11-22 (10.20.11.22),Ping,Ping-10.20.11.22,Down,6 msec (Ping Time) is above the error limit of 4 msec in Ping Time
08-05-2024 18:06:34,IIFL-11-20 ( 10.20.11.20),Ping,Ping-10.20.11.20,Down,6 msec (Ping Time) is above the error limit of 4 msec in Ping Time
08-05-2024 18:06:34,IIFL-11-11 (10.20.11.11),Ping,Ping-10.20.11.11,Down,6 msec (Ping Time) is above the error limit of 4 msec in Ping Time
08-05-2024 18:06:34,IIFL-11-13 (10.20.11.13),Ping,Ping-10.20.11.13,Down,6 msec (Ping Time) is above the error limit of 4 msec in Ping Time
08-05-2024 18:06:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 18:05:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 18:05:19,IIFL-12-11 (10.20.12.11),Ping,Ping-10.20.12.11,Up,0 msec
08-05-2024 18:05:18,IIFL-12-11 (10.20.12.11),Ping,Ping-10.20.12.11,Down,6 msec (Ping Time) is above the error limit of 4 msec in Ping Time
08-05-2024 18:03:17,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 18:01:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 18:01:15,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 18:01:15,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 18:00:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 17:56:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 17:55:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 17:53:17,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 17:51:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 17:51:15,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 17:51:15,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 17:50:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 17:50:03,Probe Device,HTTP Advanced,HTTP Advanced,Up,13 msec
08-05-2024 17:50:01,Probe Device,HTTP Advanced,HTTP Advanced,Warning,HTTP/1.1 404 Not Found
08-05-2024 17:49:48,Probe Device,HTTP Advanced,HTTP Advanced,Up,21 msec
08-05-2024 17:49:47,Probe Device,HTTP Advanced,HTTP Advanced,Warning,HTTP/1.1 404 Not Found
08-05-2024 17:46:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 17:45:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 17:43:17,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 17:42:48,Master-54-14 (10.3.54.14),SNMP Memory,Physical Memory,Up,81 %
08-05-2024 17:42:43,Master-54-14 (10.3.54.14),SNMP Memory,Virtual Memory,Up,81 %
08-05-2024 17:41:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 17:41:15,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 17:41:15,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 17:40:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 17:36:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 17:35:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 17:33:09,None,Notification Template,5Paisa,Notification Info,"Error sending ""Email"": Connection to SMTP relay server ""smtp.gmail.com"" failed (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)"
08-05-2024 17:31:23,MT-TP-101.226,SNMP Traffic 64bit,BULLFORCE_SECONDARY_VLAN325_vrrp35_103.177.180.200/29,Up,1.05 Mbit/s
08-05-2024 17:31:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 17:31:13,MT-TP-101.226,SNMP Traffic 64bit,BULLFORCE_SECONDARY_VLAN325_vrrp35_103.177.180.200/29,Warning,8 Mbit/s (Traffic Total) is above the warning limit of 7 Mbit/s in Traffic Total
08-05-2024 17:31:02,None,Probe,5Paisa (103.69.168.4)(DR Site),Notification Info,State Trigger sends Email (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 17:31:02,XTS-11-12 (VM),SNMP Disk Free,Disk Free: (D Drive),Notification Info,State Trigger activated (Sensor ID: 9576 | Trigger Source ID: 5457 | Trigger ID: 1)
08-05-2024 17:30:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 17:26:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Up,0 #/s
08-05-2024 17:25:22,SW_192.168.54.253,Syslog Receiver,Syslog Receiver,Warning,0.03 #/s (Warnings) is above the warning limit of < 0.01 #/s in Warnings
08-05-2024 17:23:59,fws-tp-10-112-11-246__( FortiGate-200F ),SNMP Traffic 64bit,5PAISA_20DEPTH_LAN Traffic,Up,< 0.01 Mbit/s
